player_name,team_name,raw_position,role_group,age,age_group,minutes_played,minutes_group,performance_score,performance_percentile,performance_level,same_role_team_average,competition_status,main_same_role_player,main_same_role_minutes,main_same_role_performance_percentile,main_same_role_performance_level,is_main_same_role_player,is_blocked_by_main_player,main_player_underperforming,decision,explanation
Omari Hutchinson,Ipswich Town,"MF,FW",AttMidWinger,20.0,Young,2583,HighMinutes,0.1149825783972125,20.79,Poor,0.1855274476558748,Blocked,Omari Hutchinson,2583.0,20.79,Poor,True,False,True,Monitor,"Omari Hutchinson is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Tomáš Souček,West Ham,MF,Midfielder,29.0,Prime,2567,HighMinutes,0.3458646616541353,70.91,Good,0.2573417753386848,Competitive,Tomáš Souček,2567.0,70.91,Good,True,False,False,Keep,Tomáš Souček is classified as Keep because: High minutes and at least promising role-based performance.
Abdoulaye Doucouré,Everton,MF,Midfielder,31.0,Senior,2564,HighMinutes,0.1900205058099795,21.82,Poor,0.2809550315341448,Blocked,Idrissa Gana Gueye,3063.0,72.73,Good,False,True,False,Sell,"Abdoulaye Doucouré is classified as Sell because: High minutes, poor role-based performance, and older than 29."
Ibrahima Konaté,Liverpool,DF,Defender,25.0,Prime,2560,HighMinutes,0.3503521126760563,51.37,Promising,0.32826199321863153,Competitive,Virgil van Dijk,3330.0,66.67,Good,False,True,False,Keep,Ibrahima Konaté is classified as Keep because: High minutes and at least promising role-based performance.
Leandro Trossard,Arsenal,FW,Forward,29.0,Prime,2546,HighMinutes,0.4479660950243738,75.31,Good,0.23483068370516005,Competitive,Leandro Trossard,2546.0,75.31,Good,True,False,False,Keep,Leandro Trossard is classified as Keep because: High minutes and at least promising role-based performance.
Jan Bednarek,Southampton,DF,Defender,28.0,Prime,2531,HighMinutes,0.5533807829181494,96.72,Good,0.4255671718274739,Competitive,Kyle Walker-Peters,2918.0,13.11,Poor,False,False,True,Keep,Jan Bednarek is classified as Keep because: High minutes and at least promising role-based performance.
Nick Pope,Newcastle Utd,GK,Goalkeeper,32.0,Senior,2520,HighMinutes,0.3973351648351648,72.73,Good,0.4019368131868132,Blocked,Nick Pope,2520.0,72.73,Good,True,False,False,Keep,Nick Pope is classified as Keep because: High minutes and at least promising role-based performance.
Jarrad Branthwaite,Everton,DF,Defender,22.0,Young,2511,HighMinutes,0.478494623655914,86.89,Good,0.37626099499967636,Competitive,Vitaliy Mykolenko,3082.0,54.64,Promising,False,False,False,Keep,Jarrad Branthwaite is classified as Keep because: High minutes and at least promising role-based performance.
Alisson,Liverpool,GK,Goalkeeper,31.0,Senior,2508,HighMinutes,0.4201543975737524,86.36,Good,0.603641209447661,Blocked,Alisson,2508.0,86.36,Good,True,False,False,Keep,Alisson is classified as Keep because: High minutes and at least promising role-based performance.
Anthony Elanga,Nott'ham Forest,"FW,MF",AttMidWinger,22.0,Young,2501,HighMinutes,0.2794964028776978,71.29,Good,0.19362772956813856,Competitive,Anthony Elanga,2501.0,71.29,Good,True,False,False,Keep,Anthony Elanga is classified as Keep because: High minutes and at least promising role-based performance.
Raúl Jiménez,Fulham,FW,Forward,33.0,CriticalAge,2494,HighMinutes,0.376069373367508,62.96,Good,0.412652533278194,Blocked,Raúl Jiménez,2494.0,62.96,Good,True,False,False,Keep,Raúl Jiménez is classified as Keep because: High minutes and at least promising role-based performance.
Dominik Szoboszlai,Liverpool,MF,Midfielder,23.0,Prime,2491,HighMinutes,0.3305358901026771,63.64,Good,0.3152223692405457,Competitive,Ryan Gravenberch,3160.0,76.36,Good,False,True,False,Keep,Dominik Szoboszlai is classified as Keep because: High minutes and at least promising role-based performance.
Andrew Robertson,Liverpool,DF,Defender,30.0,Senior,2482,HighMinutes,0.1893115942028985,7.65,Poor,0.32826199321863153,Blocked,Virgil van Dijk,3330.0,66.67,Good,False,True,False,Sell,"Andrew Robertson is classified as Sell because: High minutes, poor role-based performance, and older than 29."
Victor Bernth Kristiansen,Leicester City,DF,Defender,21.0,Young,2482,HighMinutes,0.3596014492753623,55.19,Promising,0.3703769851059906,Blocked,James Justin,2912.0,69.95,Good,False,True,False,Keep,Victor Bernth Kristiansen is classified as Keep because: High minutes and at least promising role-based performance.
André,Wolves,MF,Midfielder,23.0,Prime,2472,HighMinutes,0.2741440377804014,49.09,Average,0.1372884691066509,Competitive,João Gomes,2974.0,40.0,Average,False,False,False,Monitor,"André is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Anthony Gordon,Newcastle Utd,"FW,MF",AttMidWinger,23.0,Prime,2434,HighMinutes,0.2222222222222222,56.44,Promising,0.18073224843559768,Competitive,Anthony Gordon,2434.0,56.44,Promising,True,False,False,Keep,Anthony Gordon is classified as Keep because: High minutes and at least promising role-based performance.
Iliman Ndiaye,Everton,FW,Forward,24.0,Prime,2430,HighMinutes,0.1938196112688359,37.04,Poor,0.12286746884340932,Competitive,Iliman Ndiaye,2430.0,37.04,Poor,True,False,True,Monitor,"Iliman Ndiaye is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Dean Huijsen,Bournemouth,DF,Defender,19.0,Young,2427,HighMinutes,0.5685185185185184,97.81,Good,0.3776606216622093,Competitive,Milos Kerkez,3336.0,24.04,Poor,False,False,True,Keep,Dean Huijsen is classified as Keep because: High minutes and at least promising role-based performance.
Jurriën Timber,Arsenal,DF,Defender,23.0,Prime,2417,HighMinutes,0.2118959107806691,9.29,Poor,0.2999431388907817,Blocked,William Saliba,3039.0,24.59,Poor,False,True,True,Monitor,"Jurriën Timber is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Pervis Estupiñán,Brighton,DF,Defender,26.0,Prime,2402,HighMinutes,0.2893258426966292,23.5,Poor,0.3459587788213042,Blocked,Jan Paul van Hecke,2958.0,46.99,Average,False,True,False,Monitor,"Pervis Estupiñán is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Luis Díaz,Liverpool,FW,Forward,27.0,Prime,2399,HighMinutes,0.4978148901555956,82.72,Good,0.485871367814583,Competitive,Mohamed Salah,3371.0,100.0,Good,False,True,False,Keep,Luis Díaz is classified as Keep because: High minutes and at least promising role-based performance.
Joelinton,Newcastle Utd,"MF,FW",AttMidWinger,27.0,Prime,2393,HighMinutes,0.1860902255639097,44.55,Average,0.18073224843559768,Competitive,Anthony Gordon,2434.0,56.44,Promising,False,True,False,Monitor,"Joelinton is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Dejan Kulusevski,Tottenham,"MF,FW",AttMidWinger,24.0,Prime,2389,HighMinutes,0.2479245283018867,59.41,Promising,0.3092209638910604,Blocked,Dejan Kulusevski,2389.0,59.41,Promising,True,False,False,Keep,Dejan Kulusevski is classified as Keep because: High minutes and at least promising role-based performance.
Mads Hermansen,Leicester City,GK,Goalkeeper,24.0,Prime,2385,HighMinutes,0.2698476052249637,25.0,Poor,0.1996927914852443,Competitive,Mads Hermansen,2385.0,25.0,Poor,True,False,True,Monitor,"Mads Hermansen is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Lucas Paquetá,West Ham,"MF,FW",AttMidWinger,26.0,Prime,2380,HighMinutes,0.1568181818181818,34.65,Poor,0.19285646464124453,Blocked,Jarrod Bowen,2973.0,87.13,Good,False,True,False,Monitor,"Lucas Paquetá is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Trent Alexander-Arnold,Liverpool,DF,Defender,25.0,Prime,2365,HighMinutes,0.2813688212927756,21.31,Poor,0.32826199321863153,Blocked,Virgil van Dijk,3330.0,66.67,Good,False,True,False,Monitor,"Trent Alexander-Arnold is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Gabriel Magalhães,Arsenal,DF,Defender,26.0,Prime,2363,HighMinutes,0.3108365019011406,32.79,Poor,0.2999431388907817,Competitive,William Saliba,3039.0,24.59,Poor,False,False,True,Monitor,"Gabriel Magalhães is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Jacob Murphy,Newcastle Utd,FW,Forward,29.0,Prime,2360,HighMinutes,0.7026768403381518,97.53,Good,0.3759541289065876,Competitive,Alexander Isak,2756.0,96.3,Good,False,False,False,Keep,Jacob Murphy is classified as Keep because: High minutes and at least promising role-based performance.
Lucas Digne,Aston Villa,DF,Defender,31.0,Senior,2351,HighMinutes,0.3247126436781609,40.44,Average,0.29828606275831837,Competitive,Ezri Konsa,2936.0,18.03,Poor,False,False,True,Monitor,"Lucas Digne is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Saša Lukić,Fulham,MF,Midfielder,27.0,Prime,2344,HighMinutes,0.2637362637362638,41.82,Average,0.2163462039972217,Competitive,Saša Lukić,2344.0,41.82,Average,True,False,False,Monitor,"Saša Lukić is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Justin Kluivert,Bournemouth,MF,Midfielder,25.0,Prime,2340,HighMinutes,0.5057442557442559,94.55,Good,0.4062551291044641,Competitive,Justin Kluivert,2340.0,94.55,Good,True,False,False,Keep,Justin Kluivert is classified as Keep because: High minutes and at least promising role-based performance.
Martin Ødegaard,Arsenal,MF,Midfielder,25.0,Prime,2325,HighMinutes,0.29975838115373,58.18,Promising,0.2770936662212029,Competitive,Declan Rice,2825.0,73.64,Good,False,True,False,Keep,Martin Ødegaard is classified as Keep because: High minutes and at least promising role-based performance.
Wilfred Ndidi,Leicester City,MF,Midfielder,27.0,Prime,2324,HighMinutes,0.364693446088795,74.55,Good,0.18335712686222852,Competitive,Wilfred Ndidi,2324.0,74.55,Good,True,False,False,Keep,Wilfred Ndidi is classified as Keep because: High minutes and at least promising role-based performance.
Ederson,Manchester City,GK,Goalkeeper,30.0,Senior,2320,HighMinutes,0.4149314251639832,84.09,Good,0.3874152712200748,Competitive,Ederson,2320.0,84.09,Good,True,False,False,Keep,Ederson is classified as Keep because: High minutes and at least promising role-based performance.
Evanilson,Bournemouth,FW,Forward,24.0,Prime,2319,HighMinutes,0.2698111195193426,43.21,Average,0.24099332248309155,Competitive,Antoine Semenyo,3203.0,54.32,Promising,False,True,False,Monitor,"Evanilson is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Kevin Schade,Brentford,FW,Forward,22.0,Young,2293,HighMinutes,0.3407499710956669,55.56,Promising,0.44729235226646064,Blocked,Bryan Mbeumo,3414.0,86.42,Good,False,True,False,Keep,Kevin Schade is classified as Keep because: High minutes and at least promising role-based performance.
Gabriel Martinelli,Arsenal,"FW,MF",AttMidWinger,23.0,Prime,2290,HighMinutes,0.2539370078740157,63.37,Good,0.3004144478935325,Blocked,Gabriel Martinelli,2290.0,63.37,Good,True,False,False,Keep,Gabriel Martinelli is classified as Keep because: High minutes and at least promising role-based performance.
Jefferson Lerma,Crystal Palace,"MF,DF",DefMidWingBack,29.0,Prime,2274,HighMinutes,0.442030984557879,75.86,Good,0.21853951410308003,Competitive,Jefferson Lerma,2274.0,75.86,Good,True,False,False,Keep,Jefferson Lerma is classified as Keep because: High minutes and at least promising role-based performance.
Rúben Dias,Manchester City,DF,Defender,27.0,Prime,2271,HighMinutes,0.2430555555555555,12.02,Poor,0.21356955368078248,Competitive,Joško Gvardiol,3277.0,41.53,Average,False,True,False,Monitor,"Rúben Dias is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Pedro Neto,Chelsea,FW,Forward,24.0,Prime,2269,HighMinutes,0.365280420969436,61.73,Good,0.34348608279158077,Competitive,Pedro Neto,2269.0,61.73,Good,True,False,False,Keep,Pedro Neto is classified as Keep because: High minutes and at least promising role-based performance.
Alphonse Areola,West Ham,GK,Goalkeeper,31.0,Senior,2260,HighMinutes,0.3286745326386761,43.18,Average,0.34790017627759684,Blocked,Alphonse Areola,2260.0,43.18,Average,True,False,False,Monitor,"Alphonse Areola is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Vitaly Janelt,Brentford,MF,Midfielder,26.0,Prime,2254,HighMinutes,0.2914285714285715,52.73,Promising,0.20296177596043155,Competitive,Christian Nørgaard,2819.0,91.82,Good,False,True,False,Keep,Vitaly Janelt is classified as Keep because: High minutes and at least promising role-based performance.
Sander Berge,Fulham,MF,Midfielder,26.0,Prime,2224,HighMinutes,0.1719333298280667,18.18,Poor,0.2163462039972217,Blocked,Saša Lukić,2344.0,41.82,Average,False,True,False,Monitor,"Sander Berge is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
John McGinn,Aston Villa,"MF,FW",AttMidWinger,29.0,Prime,2223,HighMinutes,0.120242914979757,22.77,Poor,0.16116245624208986,Blocked,Morgan Rogers,3114.0,66.34,Good,False,True,False,Monitor,"John McGinn is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
İlkay Gündoğan,Manchester City,MF,Midfielder,33.0,CriticalAge,2223,HighMinutes,0.2673642147326358,44.55,Average,0.2914905259907109,Blocked,İlkay Gündoğan,2223.0,44.55,Average,True,False,False,Monitor,"İlkay Gündoğan is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Nicolas Jackson,Chelsea,FW,Forward,23.0,Prime,2220,HighMinutes,0.4675012577220597,79.01,Good,0.34348608279158077,Competitive,Pedro Neto,2269.0,61.73,Good,False,False,False,Keep,Nicolas Jackson is classified as Keep because: High minutes and at least promising role-based performance.
Jacob Greaves,Ipswich Town,DF,Defender,23.0,Prime,2205,HighMinutes,0.4693877551020408,84.15,Good,0.34074415498568383,Competitive,Dara O'Shea,3122.0,87.98,Good,False,True,False,Keep,Jacob Greaves is classified as Keep because: High minutes and at least promising role-based performance.
Dominic Solanke,Tottenham,FW,Forward,26.0,Prime,2201,HighMinutes,0.3539895975861408,58.02,Promising,0.417284721434607,Blocked,Dominic Solanke,2201.0,58.02,Promising,True,False,False,Keep,Dominic Solanke is classified as Keep because: High minutes and at least promising role-based performance.
Alejandro Garnacho,Manchester Utd,"MF,FW",AttMidWinger,20.0,Young,2199,HighMinutes,0.1991803278688524,46.53,Average,0.24115565951740756,Blocked,Alejandro Garnacho,2199.0,46.53,Average,True,False,False,Monitor,"Alejandro Garnacho is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Mateo Kovačić,Manchester City,MF,Midfielder,30.0,Senior,2198,HighMinutes,0.3999893549073878,86.36,Good,0.2914905259907109,Competitive,İlkay Gündoğan,2223.0,44.55,Average,False,False,False,Keep,Mateo Kovačić is classified as Keep because: High minutes and at least promising role-based performance.
Callum Hudson-Odoi,Nott'ham Forest,"FW,MF",AttMidWinger,23.0,Prime,2194,HighMinutes,0.1672131147540983,36.63,Poor,0.19362772956813856,Blocked,Anthony Elanga,2501.0,71.29,Good,False,True,False,Monitor,"Callum Hudson-Odoi is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Lewis Hall,Newcastle Utd,DF,Defender,19.0,Young,2189,HighMinutes,0.3189300411522633,37.7,Poor,0.37220444366285127,Blocked,Dan Burn,3330.0,61.75,Good,False,True,False,Monitor,"Lewis Hall is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Bilal El Khannouss,Leicester City,"MF,FW",AttMidWinger,20.0,Young,2182,HighMinutes,0.1512396694214876,31.68,Poor,0.16518247401583577,Blocked,Bilal El Khannouss,2182.0,31.68,Poor,True,False,True,Monitor,"Bilal El Khannouss is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Brennan Johnson,Tottenham,FW,Forward,23.0,Prime,2177,HighMinutes,0.4064323474575813,69.14,Good,0.417284721434607,Blocked,Dominic Solanke,2201.0,58.02,Promising,False,False,False,Keep,Brennan Johnson is classified as Keep because: High minutes and at least promising role-based performance.
Boubakary Soumaré,Leicester City,MF,Midfielder,25.0,Prime,2171,HighMinutes,0.2045050385299348,23.64,Poor,0.18335712686222852,Competitive,Wilfred Ndidi,2324.0,74.55,Good,False,True,False,Monitor,"Boubakary Soumaré is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Guglielmo Vicario,Tottenham,GK,Goalkeeper,27.0,Prime,2160,HighMinutes,0.3377884615384615,50.0,Promising,0.294341804029304,Competitive,Guglielmo Vicario,2160.0,50.0,Promising,True,False,False,Keep,Guglielmo Vicario is classified as Keep because: High minutes and at least promising role-based performance.
Flynn Downes,Southampton,MF,Midfielder,25.0,Prime,2151,HighMinutes,0.2730533065261099,48.18,Average,0.2996748321784808,Blocked,Mateus Fernandes,2909.0,56.36,Promising,False,True,False,Monitor,"Flynn Downes is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Matthijs de Ligt,Manchester Utd,DF,Defender,24.0,Prime,2123,HighMinutes,0.3665254237288135,58.47,Promising,0.33137093994753924,Competitive,Noussair Mazraoui,2838.0,53.55,Promising,False,False,False,Keep,Matthijs de Ligt is classified as Keep because: High minutes and at least promising role-based performance.
Ryan Christie,Bournemouth,MF,Midfielder,29.0,Prime,2117,HighMinutes,0.3680574744404532,75.45,Good,0.4062551291044641,Blocked,Justin Kluivert,2340.0,94.55,Good,False,True,False,Keep,Ryan Christie is classified as Keep because: High minutes and at least promising role-based performance.
Danny Welbeck,Brighton,FW,Forward,33.0,CriticalAge,2115,HighMinutes,0.442584788093656,71.6,Good,0.2193133039085653,Competitive,Danny Welbeck,2115.0,71.6,Good,True,False,False,Keep,Danny Welbeck is classified as Keep because: High minutes and at least promising role-based performance.
Emerson Palmieri,West Ham,DF,Defender,29.0,Prime,2113,HighMinutes,0.3021276595744681,28.96,Poor,0.32336264326057407,Blocked,Max Kilman,3348.0,77.05,Good,False,True,False,Monitor,"Emerson Palmieri is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Son Heung-min,Tottenham,FW,Forward,32.0,Senior,2110,HighMinutes,0.6149170404466321,92.59,Good,0.417284721434607,Competitive,Dominic Solanke,2201.0,58.02,Promising,False,False,False,Keep,Son Heung-min is classified as Keep because: High minutes and at least promising role-based performance.
Matt Doherty,Wolves,DF,Defender,32.0,Senior,2109,HighMinutes,0.3653846153846154,57.38,Promising,0.35222676263934233,Competitive,Rayan Aït-Nouri,3109.0,18.58,Poor,False,False,True,Keep,Matt Doherty is classified as Keep because: High minutes and at least promising role-based performance.
Will Hughes,Crystal Palace,MF,Midfielder,29.0,Prime,2108,HighMinutes,0.2763902763902764,50.91,Promising,0.40305694297822864,Blocked,Ismaila Sarr,2711.0,64.55,Good,False,True,False,Keep,Will Hughes is classified as Keep because: High minutes and at least promising role-based performance.
Lewis Dunk,Brighton,DF,Defender,32.0,Senior,2083,HighMinutes,0.2781385281385281,20.22,Poor,0.3459587788213042,Blocked,Jan Paul van Hecke,2958.0,46.99,Average,False,True,False,Sell,"Lewis Dunk is classified as Sell because: High minutes, poor role-based performance, and older than 29."
Jack Harrison,Everton,FW,Forward,27.0,Prime,2076,HighMinutes,0.0251713780868618,25.93,Poor,0.12286746884340932,Blocked,Iliman Ndiaye,2430.0,37.04,Poor,False,True,True,Monitor,"Jack Harrison is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Matty Cash,Aston Villa,DF,Defender,26.0,Prime,2070,HighMinutes,0.3108695652173913,33.33,Poor,0.29828606275831837,Competitive,Ezri Konsa,2936.0,18.03,Poor,False,False,True,Monitor,"Matty Cash is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Konstantinos Mavropanos,West Ham,DF,Defender,26.0,Prime,2045,HighMinutes,0.459251101321586,82.51,Good,0.32336264326057407,Competitive,Max Kilman,3348.0,77.05,Good,False,False,False,Keep,Konstantinos Mavropanos is classified as Keep because: High minutes and at least promising role-based performance.
Emile Smith Rowe,Fulham,MF,Midfielder,24.0,Prime,2043,HighMinutes,0.3338291664282854,66.36,Good,0.2163462039972217,Competitive,Saša Lukić,2344.0,41.82,Average,False,False,False,Keep,Emile Smith Rowe is classified as Keep because: High minutes and at least promising role-based performance.
Noni Madueke,Chelsea,FW,Forward,22.0,Young,2033,HighMinutes,0.3322932510286475,53.09,Promising,0.34348608279158077,Blocked,Pedro Neto,2269.0,61.73,Good,False,True,False,Keep,Noni Madueke is classified as Keep because: High minutes and at least promising role-based performance.
Pau Torres,Aston Villa,DF,Defender,27.0,Prime,2020,HighMinutes,0.2488839285714286,14.75,Poor,0.29828606275831837,Blocked,Ezri Konsa,2936.0,18.03,Poor,False,True,True,Monitor,"Pau Torres is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Manuel Akanji,Manchester City,DF,Defender,29.0,Prime,2014,HighMinutes,0.2087053571428571,8.2,Poor,0.21356955368078248,Blocked,Joško Gvardiol,3277.0,41.53,Average,False,True,False,Monitor,"Manuel Akanji is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Andreas Pereira,Fulham,MF,Midfielder,28.0,Prime,2013,HighMinutes,0.2330705009276438,32.73,Poor,0.2163462039972217,Competitive,Saša Lukić,2344.0,41.82,Average,False,True,False,Monitor,"Andreas Pereira is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Joe Aribo,Southampton,"MF,DF",DefMidWingBack,28.0,Prime,2013,HighMinutes,0.1098257362253599,6.9,Poor,0.27634134741113137,Blocked,Joe Aribo,2013.0,6.9,Poor,True,False,True,Monitor,"Joe Aribo is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Dango Ouattara,Bournemouth,FW,Forward,22.0,Young,2005,HighMinutes,0.3881778483758472,65.43,Good,0.24099332248309155,Competitive,Antoine Semenyo,3203.0,54.32,Promising,False,False,False,Keep,Dango Ouattara is classified as Keep because: High minutes and at least promising role-based performance.
Rasmus Højlund,Manchester Utd,FW,Forward,21.0,Young,2004,HighMinutes,0.1042975486648444,29.63,Poor,0.0521487743324222,Competitive,Rasmus Højlund,2004.0,29.63,Poor,True,False,True,Monitor,"Rasmus Højlund is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Tyler Adams,Bournemouth,MF,Midfielder,25.0,Prime,1965,HighMinutes,0.3833551769331585,81.82,Good,0.4062551291044641,Blocked,Justin Kluivert,2340.0,94.55,Good,False,True,False,Keep,Tyler Adams is classified as Keep because: High minutes and at least promising role-based performance.
Yasin Ayari,Brighton,MF,Midfielder,20.0,Young,1965,HighMinutes,0.2761229596091982,50.0,Promising,0.24438794637575967,Competitive,Carlos Baleba,2661.0,78.18,Good,False,True,False,Keep,Yasin Ayari is classified as Keep because: High minutes and at least promising role-based performance.
Nicolás Domínguez,Nott'ham Forest,"MF,FW",AttMidWinger,26.0,Prime,1963,HighMinutes,0.1348623853211009,24.75,Poor,0.19362772956813856,Blocked,Anthony Elanga,2501.0,71.29,Good,False,True,False,Monitor,"Nicolás Domínguez is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Jens Cajuste,Ipswich Town,MF,Midfielder,24.0,Prime,1959,HighMinutes,0.2931013940188252,55.45,Promising,0.2160135784917273,Competitive,Sam Morsy,2751.0,31.82,Poor,False,False,True,Keep,Jens Cajuste is classified as Keep because: High minutes and at least promising role-based performance.
João Pedro,Brighton,"FW,MF",AttMidWinger,22.0,Young,1948,HighMinutes,0.3722222222222222,91.09,Good,0.26387919687145445,Competitive,Kaoru Mitoma,2603.0,73.27,Good,False,False,False,Keep,João Pedro is classified as Keep because: High minutes and at least promising role-based performance.
Marcus Tavernier,Bournemouth,"FW,MF",AttMidWinger,25.0,Prime,1939,HighMinutes,0.2190697674418604,53.47,Promising,0.23460437310318913,Blocked,Marcus Tavernier,1939.0,53.47,Promising,True,False,False,Keep,Marcus Tavernier is classified as Keep because: High minutes and at least promising role-based performance.
Cody Gakpo,Liverpool,FW,Forward,25.0,Prime,1935,HighMinutes,0.4837554660558566,81.48,Good,0.485871367814583,Blocked,Mohamed Salah,3371.0,100.0,Good,False,True,False,Keep,Cody Gakpo is classified as Keep because: High minutes and at least promising role-based performance.
Destiny Udogie,Tottenham,DF,Defender,21.0,Young,1924,HighMinutes,0.316588785046729,36.07,Poor,0.34279243562781686,Blocked,Pedro Porro,2610.0,45.36,Average,False,True,False,Monitor,"Destiny Udogie is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Chris Richards,Crystal Palace,DF,Defender,24.0,Prime,1922,HighMinutes,0.4754672897196262,85.79,Good,0.4543396399516732,Competitive,Daniel Muñoz,3228.0,53.01,Promising,False,False,False,Keep,Chris Richards is classified as Keep because: High minutes and at least promising role-based performance.
Ryan Yates,Nott'ham Forest,MF,Midfielder,26.0,Prime,1915,HighMinutes,0.310956648984818,59.09,Promising,0.3551953748988307,Blocked,Morgan Gibbs-White,2803.0,89.09,Good,False,True,False,Keep,Ryan Yates is classified as Keep because: High minutes and at least promising role-based performance.
Ethan Pinnock,Brentford,DF,Defender,31.0,Senior,1913,HighMinutes,0.4988262910798121,89.07,Good,0.32863303828044144,Competitive,Nathan Collins,3420.0,84.7,Good,False,False,False,Keep,Ethan Pinnock is classified as Keep because: High minutes and at least promising role-based performance.
Pape Matar Sarr,Tottenham,MF,Midfielder,21.0,Young,1913,HighMinutes,0.401499908542162,87.27,Good,0.425888709105332,Blocked,Pape Matar Sarr,1913.0,87.27,Good,True,False,False,Keep,Pape Matar Sarr is classified as Keep because: High minutes and at least promising role-based performance.
Amad Diallo,Manchester Utd,"MF,FW",AttMidWinger,22.0,Young,1901,HighMinutes,0.3611374407582938,90.1,Good,0.24115565951740756,Competitive,Alejandro Garnacho,2199.0,46.53,Average,False,False,False,Keep,Amad Diallo is classified as Keep because: High minutes and at least promising role-based performance.
Rico Lewis,Manchester City,"DF,MF",DefMidWingBack,19.0,Young,1893,HighMinutes,0.2493501404423935,41.38,Average,0.36548091761317375,Blocked,Rico Lewis,1893.0,41.38,Average,True,False,False,Monitor,"Rico Lewis is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Ashley Young,Everton,DF,Defender,39.0,CriticalAge,1875,HighMinutes,0.3173076923076923,36.61,Poor,0.37626099499967636,Blocked,Vitaliy Mykolenko,3082.0,54.64,Promising,False,True,False,Sell,"Ashley Young is classified as Sell because: High minutes, poor role-based performance, and older than 29."
Kai Havertz,Arsenal,"FW,MF",AttMidWinger,25.0,Prime,1875,HighMinutes,0.3086538461538461,79.21,Good,0.3004144478935325,Competitive,Gabriel Martinelli,2290.0,63.37,Good,False,False,False,Keep,Kai Havertz is classified as Keep because: High minutes and at least promising role-based performance.
Tyler Dibling,Southampton,"FW,MF",AttMidWinger,18.0,Young,1874,HighMinutes,0.1009615384615384,18.81,Poor,0.10227144438295514,Blocked,Tyler Dibling,1874.0,18.81,Poor,True,False,True,Monitor,"Tyler Dibling is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Malo Gusto,Chelsea,DF,Defender,21.0,Young,1862,HighMinutes,0.3007246376811594,27.87,Poor,0.29496966365505745,Competitive,Levi Colwill,3149.0,29.51,Poor,False,True,True,Monitor,"Malo Gusto is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Jack Hinshelwood,Brighton,"MF,DF",DefMidWingBack,19.0,Young,1842,HighMinutes,0.2260937960673683,34.48,Poor,0.6045848887267724,Blocked,Jack Hinshelwood,1842.0,34.48,Poor,True,False,True,Monitor,"Jack Hinshelwood is classified as Monitor because: No strong keep, loan, sell, or give-more-chances rule was triggered."
Yankuba Minteh,Brighton,"FW,MF",AttMidWinger,20.0,Young,1838,HighMinutes,0.3,78.22,Good,0.26387919687145445,Competitive,Kaoru Mitoma,2603.0,73.27,Good,False,False,False,Keep,Yankuba Minteh is classified as Keep because: High minutes and at least promising role-based performance.
